modelo,log_loss,brier,acuracia,n,temporadas
dixon_coles,0.976206336784831,0.578505029854334,0.5358552631578948,3040.0,8.0
regressao_logistica,0.9880173937961964,0.5834212837378275,0.5361842105263158,3040.0,8.0
frequencia_base,1.0668521886881082,0.6456766136649639,0.4394736842105263,3040.0,8.0
sempre_casa,1.0746505820567072,0.6500061662086432,0.4394736842105263,3040.0,8.0
gradient_boosting,1.0806811210652831,0.6256814932210282,0.506578947368421,3040.0,8.0
