faixa,jogos_casa,pontos_casa,pontos_fora,dif_pontos,gols_pro_casa,gols_pro_fora,dif_gols_pro,chutes_alvo_casa,chutes_alvo_fora,dif_chutes_alvo,escanteios_casa,escanteios_fora,dif_escanteios
G6 (1-6),1254,2.180223285486443,1.7304625199362043,0.4497607655502389,2.1467304625199364,1.7169059011164274,0.429824561403509,6.089314194577352,4.992822966507177,1.0964912280701755,6.757575757575758,5.567783094098884,1.189792663476874
Meio (7-14),1672,1.5035885167464116,1.1543062200956937,0.34928229665071786,1.4270334928229664,1.2063397129186604,0.22069377990430605,4.436004784688995,3.812200956937799,0.6238038277511961,5.426435406698564,4.545454545454546,0.8809808612440184
Z6 (15-20),1254,1.0374800637958532,0.7185007974481659,0.31897926634768736,1.1156299840510366,0.9186602870813397,0.1969696969696969,3.8476874003189794,3.292663476874003,0.5550239234449763,4.974481658692185,4.057416267942584,0.9170653907496016
