gamma,ic95_inf,ic95_sup,acrescimo_percentual,rho,log_verossimilhanca,n_partidas
0.1967170352131155,0.160505070244475,0.23292900018175602,0.21739951077016895,-0.03875548642681125,-12261.829491558581,4180
