Season,time,pontos_casa,pontos_fora,dif_pontos,dif_chutes_alvo,dif_escanteios,posicao,faixa
1516,Arsenal,2.1052631578947367,1.631578947368421,0.4736842105263157,1.0526315789473681,2.1578947368421053,2,G6 (1-6)
1516,Aston Villa,0.5789473684210527,0.3157894736842105,0.26315789473684215,0.6842105263157894,1.1052631578947372,20,Z6 (15-20)
1516,Bournemouth,1.0526315789473684,1.1578947368421053,-0.10526315789473695,1.1578947368421049,1.9473684210526319,16,Z6 (15-20)
1516,Chelsea,1.263157894736842,1.368421052631579,-0.10526315789473695,0.6842105263157894,0.7368421052631575,10,Meio (7-14)
1516,Crystal Palace,1.105263157894737,1.105263157894737,0.0,1.3684210526315788,1.7368421052631584,15,Z6 (15-20)
1516,Everton,1.2105263157894737,1.263157894736842,-0.05263157894736836,0.6842105263157894,1.5789473684210522,11,Meio (7-14)
1516,Leicester,2.210526315789474,2.0526315789473686,0.1578947368421053,-0.1578947368421053,-0.7894736842105257,1,G6 (1-6)
1516,Liverpool,1.6842105263157894,1.4736842105263157,0.21052631578947367,0.6842105263157894,1.0,8,Meio (7-14)
1516,Man City,2.0,1.4736842105263157,0.5263157894736843,1.0526315789473681,2.7894736842105257,4,G6 (1-6)
1516,Man United,2.1578947368421053,1.3157894736842106,0.8421052631578947,0.36842105263157876,0.3157894736842106,5,G6 (1-6)
1516,Newcastle,1.4736842105263157,0.47368421052631576,1.0,1.5789473684210527,-0.21052631578947434,18,Z6 (15-20)
1516,Norwich,1.2105263157894737,0.5789473684210527,0.631578947368421,0.5263157894736841,1.473684210526316,19,Z6 (15-20)
1516,Southampton,1.894736842105263,1.4210526315789473,0.4736842105263157,1.0000000000000004,0.21052631578947345,6,G6 (1-6)
1516,Stoke,1.4736842105263157,1.2105263157894737,0.26315789473684204,-0.10526315789473717,1.210526315789474,9,Meio (7-14)
1516,Sunderland,1.263157894736842,0.7894736842105263,0.4736842105263157,0.05263157894736814,1.9999999999999996,17,Z6 (15-20)
1516,Swansea,1.5789473684210527,0.8947368421052632,0.6842105263157895,-0.6315789473684212,-0.47368421052631593,12,Meio (7-14)
1516,Tottenham,1.894736842105263,1.7894736842105263,0.10526315789473673,2.105263157894737,1.578947368421053,3,G6 (1-6)
1516,Watford,1.263157894736842,1.105263157894737,0.1578947368421051,0.6315789473684212,1.263157894736842,13,Meio (7-14)
1516,West Brom,1.2105263157894737,1.0526315789473684,0.1578947368421053,0.8421052631578951,1.3684210526315788,14,Meio (7-14)
1516,West Ham,1.7894736842105263,1.4736842105263157,0.3157894736842106,1.3684210526315788,0.21052631578947345,7,Meio (7-14)
1617,Arsenal,2.3684210526315788,1.5789473684210527,0.7894736842105261,1.473684210526316,1.9473684210526319,5,G6 (1-6)
1617,Bournemouth,1.631578947368421,0.7894736842105263,0.8421052631578947,1.1578947368421053,0.2631578947368425,9,Meio (7-14)
1617,Burnley,1.736842105263158,0.3684210526315789,1.368421052631579,0.42105263157894735,0.47368421052631593,16,Z6 (15-20)
1617,Chelsea,2.6842105263157894,2.210526315789474,0.4736842105263155,2.0,2.105263157894737,1,G6 (1-6)
1617,Crystal Palace,1.0526315789473684,1.105263157894737,-0.052631578947368585,0.5263157894736845,0.10526315789473628,14,Meio (7-14)
1617,Everton,2.263157894736842,0.9473684210526315,1.3157894736842106,1.6842105263157894,2.3157894736842106,7,Meio (7-14)
1617,Hull,1.4736842105263157,0.3157894736842105,1.1578947368421053,0.5789473684210527,-1.7368421052631575,18,Z6 (15-20)
1617,Leicester,1.7894736842105263,0.5263157894736842,1.263157894736842,1.1052631578947367,1.2105263157894743,12,Meio (7-14)
1617,Liverpool,2.1578947368421053,1.8421052631578947,0.3157894736842106,0.9473684210526319,-0.8947368421052628,4,G6 (1-6)
1617,Man City,2.1052631578947367,2.0,0.10526315789473673,0.6842105263157894,1.1578947368421053,3,G6 (1-6)
1617,Man United,1.7894736842105263,1.8421052631578947,-0.05263157894736836,1.3684210526315788,3.2105263157894735,6,G6 (1-6)
1617,Middlesbrough,0.9473684210526315,0.5263157894736842,0.42105263157894735,0.9473684210526314,2.3684210526315788,19,Z6 (15-20)
1617,Southampton,1.263157894736842,1.1578947368421053,0.10526315789473673,0.2631578947368425,0.8421052631578947,8,Meio (7-14)
1617,Stoke,1.4210526315789473,0.8947368421052632,0.5263157894736842,1.1052631578947367,0.9473684210526319,13,Meio (7-14)
1617,Sunderland,0.7368421052631579,0.5263157894736842,0.21052631578947367,0.5789473684210527,0.6315789473684208,20,Z6 (15-20)
1617,Swansea,1.4210526315789473,0.7368421052631579,0.6842105263157895,1.0526315789473681,2.2105263157894743,15,Z6 (15-20)
1617,Tottenham,2.789473684210526,1.736842105263158,1.0526315789473681,1.947368421052631,1.2105263157894743,2,G6 (1-6)
1617,Watford,1.4736842105263157,0.631578947368421,0.8421052631578947,0.5263157894736841,0.0,17,Z6 (15-20)
1617,West Brom,1.5263157894736843,0.8421052631578947,0.6842105263157896,1.1052631578947367,0.10526315789473628,10,Meio (7-14)
1617,West Ham,1.3157894736842106,1.0526315789473684,0.26315789473684226,-0.3157894736842102,0.4210526315789469,11,Meio (7-14)
1718,Arsenal,2.473684210526316,0.8421052631578947,1.6315789473684212,3.1578947368421053,2.052631578947369,6,G6 (1-6)
1718,Bournemouth,1.368421052631579,0.9473684210526315,0.42105263157894746,0.3157894736842106,0.6315789473684204,12,Meio (7-14)
1718,Brighton,1.5263157894736843,0.5789473684210527,0.9473684210526316,1.263157894736842,0.8947368421052628,15,Z6 (15-20)
1718,Burnley,1.368421052631579,1.4736842105263157,-0.10526315789473673,0.26315789473684204,1.1052631578947372,7,Meio (7-14)
1718,Chelsea,1.9473684210526316,1.736842105263158,0.21052631578947367,2.3157894736842106,3.473684210526316,5,G6 (1-6)
1718,Crystal Palace,1.368421052631579,0.9473684210526315,0.42105263157894746,1.6315789473684212,-0.05263157894736814,11,Meio (7-14)
1718,Everton,1.7894736842105263,0.7894736842105263,1.0,-0.10526315789473673,0.6315789473684212,8,Meio (7-14)
1718,Huddersfield,1.2105263157894737,0.7368421052631579,0.4736842105263158,-0.05263157894736814,2.052631578947368,16,Z6 (15-20)
1718,Leicester,1.4210526315789473,1.0526315789473684,0.368421052631579,0.10526315789473673,1.1052631578947363,9,Meio (7-14)
1718,Liverpool,2.263157894736842,1.6842105263157894,0.5789473684210527,1.9473684210526319,2.0,4,G6 (1-6)
1718,Man City,2.6315789473684212,2.6315789473684212,0.0,2.1578947368421053,-0.4210526315789469,1,G6 (1-6)
1718,Man United,2.473684210526316,1.7894736842105263,0.6842105263157896,0.2631578947368416,0.7368421052631575,2,G6 (1-6)
1718,Newcastle,1.4736842105263157,0.8421052631578947,0.631578947368421,-0.42105263157894735,-0.05263157894736903,10,Meio (7-14)
1718,Southampton,1.0,0.8947368421052632,0.10526315789473684,0.4736842105263155,1.2105263157894735,17,Z6 (15-20)
1718,Stoke,1.0526315789473684,0.6842105263157895,0.36842105263157887,-0.052631578947368585,1.263157894736842,19,Z6 (15-20)
1718,Swansea,1.105263157894737,0.631578947368421,0.47368421052631593,1.7894736842105265,2.1052631578947367,18,Z6 (15-20)
1718,Tottenham,2.263157894736842,1.7894736842105263,0.4736842105263157,1.2105263157894735,2.1052631578947363,3,G6 (1-6)
1718,Watford,1.4210526315789473,0.7368421052631579,0.6842105263157895,0.42105263157894735,0.4210526315789469,14,Meio (7-14)
1718,West Brom,0.9473684210526315,0.6842105263157895,0.26315789473684204,0.8421052631578947,1.3684210526315792,20,Z6 (15-20)
1718,West Ham,1.4210526315789473,0.7894736842105263,0.631578947368421,-0.2631578947368425,1.3157894736842102,13,Meio (7-14)
1819,Arsenal,2.3684210526315788,1.3157894736842106,1.0526315789473681,1.1578947368421049,2.3157894736842097,5,G6 (1-6)
1819,Bournemouth,1.5263157894736843,0.8421052631578947,0.6842105263157896,0.05263157894736814,0.05263157894736814,14,Meio (7-14)
1819,Brighton,1.2105263157894737,0.6842105263157895,0.5263157894736842,-0.10526315789473717,1.2631578947368416,17,Z6 (15-20)
1819,Burnley,1.2105263157894737,0.8947368421052632,0.3157894736842105,0.8947368421052633,1.0526315789473681,15,Z6 (15-20)
1819,Cardiff,1.0526315789473684,0.7368421052631579,0.3157894736842105,0.5263157894736841,1.1578947368421053,18,Z6 (15-20)
1819,Chelsea,2.210526315789474,1.5789473684210527,0.6315789473684212,2.0,1.3157894736842106,3,G6 (1-6)
1819,Crystal Palace,1.0526315789473684,1.5263157894736843,-0.47368421052631593,0.3157894736842106,2.8947368421052633,12,Meio (7-14)
1819,Everton,1.7894736842105263,1.0526315789473684,0.736842105263158,0.05263157894736814,1.2105263157894743,8,Meio (7-14)
1819,Fulham,1.105263157894737,0.2631578947368421,0.8421052631578949,1.2105263157894735,2.263157894736842,19,Z6 (15-20)
1819,Huddersfield,0.47368421052631576,0.3684210526315789,0.10526315789473684,-0.2105263157894739,0.4210526315789478,20,Z6 (15-20)
1819,Leicester,1.4210526315789473,1.3157894736842106,0.10526315789473673,0.7368421052631575,0.3157894736842106,9,Meio (7-14)
1819,Liverpool,2.789473684210526,2.3157894736842106,0.4736842105263155,1.3684210526315788,0.8947368421052628,2,G6 (1-6)
1819,Man City,2.8421052631578947,2.3157894736842106,0.5263157894736841,1.8947368421052637,-0.05263157894736814,1,G6 (1-6)
1819,Man United,1.894736842105263,1.5789473684210527,0.3157894736842104,1.4210526315789478,1.6842105263157894,6,G6 (1-6)
1819,Newcastle,1.3157894736842106,1.0526315789473684,0.26315789473684226,0.9473684210526314,2.2631578947368416,13,Meio (7-14)
1819,Southampton,1.2105263157894737,0.8421052631578947,0.368421052631579,0.8421052631578947,0.47368421052631593,16,Z6 (15-20)
1819,Tottenham,2.0,1.736842105263158,0.26315789473684204,1.1052631578947363,0.5263157894736841,4,G6 (1-6)
1819,Watford,1.4210526315789473,1.2105263157894737,0.21052631578947367,0.7894736842105261,0.2631578947368425,11,Meio (7-14)
1819,West Ham,1.631578947368421,1.105263157894737,0.5263157894736841,1.0,1.526315789473684,10,Meio (7-14)
1819,Wolves,1.7894736842105263,1.2105263157894737,0.5789473684210527,1.0,1.2105263157894735,7,Meio (7-14)
1920,Arsenal,1.894736842105263,1.0526315789473684,0.8421052631578947,1.6315789473684212,1.3157894736842097,8,Meio (7-14)
1920,Aston Villa,1.263157894736842,0.5789473684210527,0.6842105263157894,0.5263157894736841,1.1578947368421053,17,Z6 (15-20)
1920,Bournemouth,1.105263157894737,0.6842105263157895,0.42105263157894746,0.052631578947368585,0.5263157894736841,18,Z6 (15-20)
1920,Brighton,1.1578947368421053,1.0,0.1578947368421053,-0.3157894736842106,1.4736842105263164,15,Z6 (15-20)
1920,Burnley,1.4736842105263157,1.368421052631579,0.10526315789473673,1.4736842105263164,1.0,10,Meio (7-14)
1920,Chelsea,1.894736842105263,1.5789473684210527,0.3157894736842104,1.0,1.421052631578947,4,G6 (1-6)
1920,Crystal Palace,1.2105263157894737,1.0526315789473684,0.1578947368421053,0.8421052631578947,2.3684210526315788,14,Meio (7-14)
1920,Everton,1.631578947368421,0.9473684210526315,0.6842105263157895,1.2631578947368416,0.6842105263157894,12,Meio (7-14)
1920,Leicester,1.9473684210526316,1.3157894736842106,0.631578947368421,-0.7368421052631575,0.7368421052631575,5,G6 (1-6)
1920,Liverpool,2.8947368421052633,2.3157894736842106,0.5789473684210527,1.4210526315789478,1.5789473684210522,1,G6 (1-6)
1920,Man City,2.473684210526316,1.7894736842105263,0.6842105263157896,0.36842105263157965,0.8421052631578947,2,G6 (1-6)
1920,Man United,1.9473684210526316,1.5263157894736843,0.42105263157894735,1.0526315789473681,-0.6315789473684212,3,G6 (1-6)
1920,Newcastle,1.368421052631579,0.9473684210526315,0.42105263157894746,1.2105263157894735,1.1052631578947367,13,Meio (7-14)
1920,Norwich,0.7894736842105263,0.3157894736842105,0.4736842105263158,0.7894736842105261,1.0526315789473686,20,Z6 (15-20)
1920,Sheffield United,1.736842105263158,1.105263157894737,0.631578947368421,1.3157894736842106,2.8421052631578947,9,Meio (7-14)
1920,Southampton,1.105263157894737,1.631578947368421,-0.5263157894736841,-1.4210526315789478,-0.7368421052631575,11,Meio (7-14)
1920,Tottenham,2.0526315789473686,1.0526315789473684,1.0000000000000002,-0.10526315789473717,1.052631578947369,6,G6 (1-6)
1920,Watford,1.263157894736842,0.5263157894736842,0.7368421052631579,0.21052631578947345,-0.1578947368421053,19,Z6 (15-20)
1920,West Ham,1.1578947368421053,0.8947368421052632,0.26315789473684215,0.7894736842105261,0.10526315789473628,16,Z6 (15-20)
1920,Wolves,1.631578947368421,1.4736842105263157,0.1578947368421053,-0.1578947368421053,-0.8947368421052628,7,Meio (7-14)
2021,Arsenal,1.4736842105263157,1.736842105263158,-0.26315789473684226,0.10526315789473673,1.2631578947368425,8,Meio (7-14)
2021,Aston Villa,1.3157894736842106,1.5789473684210527,-0.26315789473684204,0.1578947368421053,1.3157894736842106,11,Meio (7-14)
2021,Brighton,1.105263157894737,1.0526315789473684,0.052631578947368585,0.8947368421052628,1.526315789473684,16,Z6 (15-20)
2021,Burnley,0.9473684210526315,1.105263157894737,-0.15789473684210542,-0.21052631578947345,0.6315789473684212,17,Z6 (15-20)
2021,Chelsea,1.736842105263158,1.7894736842105263,-0.05263157894736836,0.7894736842105257,0.2631578947368425,4,G6 (1-6)
2021,Crystal Palace,1.2105263157894737,1.105263157894737,0.10526315789473673,-0.5789473684210527,-0.15789473684210487,14,Meio (7-14)
2021,Everton,1.1578947368421053,1.9473684210526316,-0.7894736842105263,0.2105263157894739,1.526315789473684,10,Meio (7-14)
2021,Fulham,0.5263157894736842,0.9473684210526315,-0.42105263157894735,-0.5263157894736841,0.736842105263158,18,Z6 (15-20)
2021,Leeds,1.5263157894736843,1.5789473684210527,-0.05263157894736836,0.7894736842105265,0.2631578947368416,9,Meio (7-14)
2021,Leicester,1.4736842105263157,2.0,-0.5263157894736843,0.1578947368421053,0.5263157894736841,5,G6 (1-6)
2021,Liverpool,1.736842105263158,1.894736842105263,-0.1578947368421051,0.21052631578947345,1.0526315789473681,3,G6 (1-6)
2021,Man City,2.1578947368421053,2.3684210526315788,-0.21052631578947345,1.1052631578947372,1.8421052631578956,1,G6 (1-6)
